Tags,Location (Lat / Long),Lon,Lat,Name,Username,Date,Day,Image URL,id,Material,Material_TT,Item,Item_TT,Brand,Brand_TT,ID_1,Manufacturer,Site Area_m2,Site_Length_m,Road_Width_m,Landuse_Type,Number_Road_Lanes,Both_Sides,Tract,Mean Income_households_2019_5year_census,Median Income_households,Cal_Enviro_Screen,Street Sweeping Schedule,Area_m2,TractID,Name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,layer,path
,33.9755964512322/-117.333085583632,-117.33309,33.97560,Site 5,mchou009,03/12/2018 06:40:14 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/ca73bea0-f744-11e8-94de-41b37e63378c-101103/180x180.jpg,2217374,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"plastic, sticker",33.9755472494606/-117.333332179223,-117.33333,33.97555,Site 5,mchou009,03/12/2018 06:42:18 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/c8c79540-f744-11e8-94de-41b37e63378c-101103/180x180.jpg,2217371,Plastic,plastic,Sticker,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
paper,33.9755979180652/-117.333473246654,-117.33347,33.97560,Site 5,mchou009,03/12/2018 06:43:01 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/c83e8f20-f744-11e8-94de-41b37e63378c-101103/180x180.jpg,2217370,Paper,paper,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9755616244245/-117.33357743371,-117.33358,33.97556,Site 5,mchou009,03/12/2018 06:43:58 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/c7318bf0-f744-11e8-94de-41b37e63378c-101103/180x180.jpg,2217368,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
paper,33.9755768375788/-117.333668293541,-117.33367,33.97558,Site 5,mchou009,03/12/2018 06:44:15 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/c69aca30-f744-11e8-94de-41b37e63378c-101103/180x180.jpg,2217367,Paper,paper,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"plastic, wrapper",33.9755729399938/-117.333698300754,-117.33370,33.97557,Site 5,mchou009,03/12/2018 06:44:24 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/c6040870-f744-11e8-94de-41b37e63378c-101103/180x180.jpg,2217366,Plastic,plastic,Wrapper,wrappers,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"plastic, wrapper, Kraft",33.9755830401871/-117.333715232198,-117.33372,33.97558,Site 5,mchou009,03/12/2018 06:44:36 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/c5875e60-f744-11e8-94de-41b37e63378c-101103/180x180.jpg,2217365,Plastic,plastic,Wrapper,wrappers,Kraft,Kraft,731,Kraft Heinz,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"foil, gum",33.9756235666889/-117.331579858546,-117.33158,33.97562,Site 5,mchou009,03/12/2018 09:34:48 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/c4f90110-f744-11e8-94de-41b37e63378c-101103/180x180.jpg,2217364,Foil,metal,Gum wrapper,foodwrappersorcontainers,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
,33.9755726047177/-117.331704665085,-117.33170,33.97557,Site 5,mchou009,03/12/2018 09:35:24 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/c47be1d0-f744-11e8-94de-41b37e63378c-101103/180x180.jpg,2217363,Paper,paper,Cigarette,cigarettes/cigartips,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
glass,33.9755737781841/-117.332263654207,-117.33226,33.97557,Site 5,mchou009,03/12/2018 09:47:48 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/536f5a80-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217406,Glass,glass,Glass shard,fragments,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
cigarette,33.9755734848175/-117.332293912878,-117.33229,33.97557,Site 5,mchou009,03/12/2018 09:48:40 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/55adffe0-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217407,Paper,paper,Cigarette,cigarettes/cigartips,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
cigarette,33.975582872549/-117.332405895104,-117.33241,33.97558,Site 5,mchou009,03/12/2018 09:49:11 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/58189740-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217408,Paper,paper,Cigarette,cigarettes/cigartips,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9755542064402/-117.332544867059,-117.33254,33.97555,Site 5,mchou009,03/12/2018 09:49:40 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/5b7b9860-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217409,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"paper, teabag",33.9755610796008/-117.332630865385,-117.33263,33.97556,Site 5,mchou009,03/12/2018 09:50:07 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/60e40670-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217410,Paper,paper,Teabag,food,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
cigarette,33.9755636360813/-117.332868073245,-117.33287,33.97556,Site 5,mchou009,03/12/2018 09:51:53 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/64d62830-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217411,Paper,paper,Cigarette,cigarettes/cigartips,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9755696710516/-117.333136042689,-117.33314,33.97557,Site 5,mchou009,03/12/2018 09:52:57 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/67bf3e60-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217412,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"plastic, lightstick connector",33.9755646838192/-117.333138054346,-117.33314,33.97556,Site 5,mchou009,03/12/2018 09:53:11 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/6ae22940-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217413,Plastic,plastic,Light stick connector,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
foil,33.9755858481247/-117.333484226947,-117.33348,33.97559,Site 5,mchou009,03/12/2018 09:55:15 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/74428570-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217414,Foil,metal,Foil,foil,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
foam,33.9755848422963/-117.333462266361,-117.33346,33.97558,Site 5,mchou009,03/12/2018 09:55:30 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/76871e40-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217415,Foam,foam,Packaging peanut,packaging,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
gum,33.9755523624215/-117.333627557491,-117.33363,33.97555,Site 5,mchou009,03/12/2018 09:56:57 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/783ff1d0-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217416,Polyisobutylene,plastic,Gum,food,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"plastic, wrapper",33.9755724370796/-117.333745323231,-117.33375,33.97557,Site 5,mchou009,03/12/2018 09:57:34 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/7a12dd10-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217417,Plastic,plastic,Wrapper,wrappers,Heinz,Heinz,725,Kraft Heinz,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9755751611981/-117.331353882437,-117.33135,33.97558,Site 5,mchou009,03/12/2018 10:03:19 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/8f46b850-f749-11e8-94de-41b37e63378c-101103/180x180.jpg,2217418,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9757658914048/-117.331575751414,-117.33158,33.97577,Site 5,mchou009,03/12/2018 10:05:29 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/43117be0-f74a-11e8-94de-41b37e63378c-101103/180x180.jpg,2217422,Plastic,plastic,Wrapper,wrappers,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
paper,33.9757557912115/-117.331759147455,-117.33176,33.97576,Site 5,mchou009,03/12/2018 10:06:00 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/4747f9a0-f74a-11e8-94de-41b37e63378c-101103/180x180.jpg,2217423,Paper,paper,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"plastic, gum",33.9757854212392/-117.33220280159,-117.33220,33.97579,Site 5,mchou009,03/12/2018 10:08:05 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/4a678920-f74a-11e8-94de-41b37e63378c-101103/180x180.jpg,2217424,Plastic,plastic,Gum,food,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9757725550178/-117.332227444385,-117.33223,33.97577,Site 5,mchou009,03/12/2018 10:09:02 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/4cae92f0-f74a-11e8-94de-41b37e63378c-101103/180x180.jpg,2217425,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
gum,33.9757842477727/-117.332596499582,-117.33260,33.97578,Site 5,mchou009,03/12/2018 10:11:01 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/4f6e0110-f74a-11e8-94de-41b37e63378c-101103/180x180.jpg,2217427,Polyisobutylene,plastic,Gum,food,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9757801825497/-117.332759779056,-117.33276,33.97578,Site 5,mchou009,03/12/2018 10:11:46 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/2483a7e0-f75c-11e8-94de-41b37e63378c-101103/180x180.jpg,2217652,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
cloth,33.9757847087774/-117.333771726226,-117.33377,33.97578,Site 5,mchou009,03/12/2018 10:18:33 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/41afbd50-f8dc-11e8-8066-2db3f1435729-101103/180x180.jpg,2221049,Cloth,cloth,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9757791348118/-117.333965180551,-117.33397,33.97578,Site 5,mchou009,03/12/2018 10:19:13 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/457eedc0-f8dc-11e8-8066-2db3f1435729-101103/180x180.jpg,2221051,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
fruit,33.9757969044465/-117.333989571889,-117.33399,33.97580,Site 5,mchou009,03/12/2018 10:19:29 GMT,12/3/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/03/48d65620-f8dc-11e8-8066-2db3f1435729-101103/180x180.jpg,2221052,Banana,food,Banana,food,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9757488342318/-117.33204530563,-117.33205,33.97575,Site 5,mchou009,04/12/2018 12:22:04 GMT,12/4/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/04/addba000-f8de-11e8-8066-2db3f1435729-101103/180x180.jpg,2221069,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"cigarette, filter",33.9757932583187/-117.333231009652,-117.33323,33.97579,Site 5,mchou009,04/12/2018 12:26:46 GMT,12/4/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/04/cdefc0b0-f8de-11e8-8066-2db3f1435729-101103/180x180.jpg,2221072,Filter,plastic,Cigarette Filter,cigarettefilters,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9757579705063/-117.333889659603,-117.33389,33.97576,Site 5,mchou009,04/12/2018 12:31:38 GMT,12/4/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/04/dbcccb60-f8de-11e8-8066-2db3f1435729-101103/180x180.jpg,2221076,Plastic,plastic,String,string,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9756689966041/-117.332276227062,-117.33228,33.97567,Site 5,mchou009,04/12/2018 12:41:12 GMT,12/4/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/04/96bde430-f8e0-11e8-8066-2db3f1435729-101103/180x180.jpg,2221079,Plastic,plastic,Cup,cups,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"cigarette, filter",33.9755738200936/-117.332329619785,-117.33233,33.97557,Site 5,mchou009,04/12/2018 12:42:33 GMT,12/4/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/04/a0978f10-f8e0-11e8-8066-2db3f1435729-101103/180x180.jpg,2221080,Filter,plastic,Cigarette Filter,cigarettefilters,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
glass,33.9755968284178/-117.332364153226,-117.33236,33.97560,Site 5,mchou009,04/12/2018 12:43:10 GMT,12/4/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/04/ac25eed0-f8e0-11e8-8066-2db3f1435729-101103/180x180.jpg,2221081,Glass,glass,Glass shard,fragments,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
gum,33.9756391989384/-117.333296556135,-117.33330,33.97564,Site 5,mchou009,04/12/2018 12:46:17 GMT,12/4/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/04/b4e995d0-f8e0-11e8-8066-2db3f1435729-101103/180x180.jpg,2221082,Polyisobutylene,plastic,Gum,food,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
cigarette,33.9755632169861/-117.333456399028,-117.33346,33.97556,Site 5,mchou009,04/12/2018 12:48:09 GMT,12/4/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/04/d15732c0-fc0c-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230527,Paper,paper,Cigarette,cigarettes/cigartips,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"cigarette, filter",33.9756110776532/-117.333871889969,-117.33387,33.97561,Site 5,mchou009,04/12/2018 12:49:59 GMT,12/4/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/04/d6aa1d00-fc0c-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230528,Filter,plastic,Cigarette Filter,cigarettefilters,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
