Tags,Location (Lat / Long),Lon,Lat,Name,Username,Date,Day,Image URL,id,Material,Material_TT,Item,Item_TT,Brand,Brand_TT,ID_1,Manufacturer,Site Area_m2,Site_Length_m,Road_Width_m,Landuse_Type,Number_Road_Lanes,Both_Sides,Tract,Mean Income_households_2019_5year_census,Median Income_households,Cal_Enviro_Screen,Street Sweeping Schedule,Area_m2,TractID,Name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,layer,path
"plastic, alcohol, bottle, 99 brand",33.99847413/-117.36166148,-117.36166,33.99847,Site 6,stanley-7,25/10/2018 11:35:32 GMT,10/25/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/25/e2e117a0-2c5d-341d-92e2-cf71cc5e8887-101265/180x180.jpg,2095401,metal,metal,bottlecap,bottlecaps,99 brand,99 brand,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
plastic,33.99847455/-117.36165059,-117.36165,33.99847,Site 6,stanley-7,25/10/2018 11:36:23 GMT,10/25/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/25/b20663df-7fed-3045-9a40-b7c902465fc2-101265/180x180.jpg,2095402,plastic,plastic,,other,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, paper, wrapper, carme",33.99845388/-117.36164296,-117.36164,33.99845,Site 6,stanley-7,25/10/2018 11:38:07 GMT,10/25/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/25/8cd18e1c-52d9-38dd-9937-43a9fd860e55-101265/180x180.jpg,2095404,plastic,plastic,wrapper,wrappers,carme,carme,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"cigarette, marlboro, plastic",33.99842102/-117.36167852,-117.36168,33.99842,Site 6,stanley-7,25/10/2018 11:39:07 GMT,10/25/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/25/6107d6e4-e99f-3081-94a7-809350706d80-101265/180x180.jpg,2095405,plastic,plastic,cigarette box,cigarettepackets,marlboro,Marlboro,1150,Philip Morris,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"paper, catalog, world vision",33.99842907/-117.36167246,-117.36167,33.99843,Site 6,stanley-7,25/10/2018 11:39:43 GMT,10/25/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/25/5638660e-50a1-320e-97b6-aee36cff7cbc-101265/180x180.jpg,2095406,paper,paper,catalog,napkins,world vision,world vision,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"paper, cup, el pollo loco",33.99849716/-117.36161858,-117.36162,33.99850,Site 6,stanley-7,25/10/2018 11:45:21 GMT,10/25/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/25/1c42b242-62a4-3ed7-bb97-6633e3eb3f4b-101265/180x180.jpg,2095411,paper,paper,cup,cups,el pollo loco,el pollo loco,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"wrapper, plastic",33.99908333/-117.36140633,-117.36141,33.99908,Site 6,stanley-7,26/10/2018 01:17:31 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/8face07b-1d64-3d94-bf20-f603b7a36a87-101265/180x180.jpg,2095569,plastic,plastic,wrapper,wrappers,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, wrapper, juicebox, kool aid",33.99832432/-117.36191066,-117.36191,33.99832,Site 6,stanley-7,26/10/2018 01:34:14 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/ddab83b5-f74b-3a7d-9e7c-9f95e042679d-101265/180x180.jpg,2095584,plastic,plastic,wrapper,wrappers,kool aid,Kool Aid,729,Kraft Heinz,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, wrapper, juicebox, kool aid",33.99832432/-117.36191066,-117.36191,33.99832,Site 6,stanley-7,26/10/2018 01:34:14 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/ddab83b5-f74b-3a7d-9e7c-9f95e042679d-101265/180x180.jpg,2095584,plastic,plastic,straw,straws,kool aid,Kool Aid,729,Kraft Heinz,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, wrapper, cigar, royal blunts",33.99639565/-117.36302509,-117.36303,33.99640,Site 6,stanley-7,26/10/2018 02:06:42 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/e7cef167-1d22-3b85-98e7-6c9f3876e2d1-101265/180x180.jpg,2095620,plastic,plastic,wrapper,wrappers,royal blunts,royal blunts,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
styrofoam,33.99639262/-117.36306024,-117.36306,33.99639,Site 6,stanley-7,26/10/2018 02:07:36 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/10cb6fda-071c-353d-9a63-2a62d4f1ddbb-101265/180x180.jpg,2095621,styrofoam,foam,,other,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
styrofoam,33.99640109/-117.363059,-117.36306,33.99640,Site 6,stanley-7,26/10/2018 02:08:19 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/caef46c6-5261-3b2c-bc37-93d5a108b57c-101265/180x180.jpg,2095622,styrofoam,foam,,other,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
styrofoam,33.99639789/-117.36304224,-117.36304,33.99640,Site 6,stanley-7,26/10/2018 02:08:54 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/c92b6dcc-1aae-3243-b17c-7c1bf66b395b-101265/180x180.jpg,2095623,styrofoam,foam,,other,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
styrofoam,33.99638886/-117.36302223,-117.36302,33.99639,Site 6,stanley-7,26/10/2018 02:09:59 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/067854cb-76aa-30e3-9517-d52c42797a7b-101265/180x180.jpg,2095624,styrofoam,foam,,other,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, bottlecap",33.99637573/-117.36296324,-117.36296,33.99638,Site 6,stanley-7,26/10/2018 02:10:41 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/987fb4be-1158-3ec8-8906-a52c97a70349-101265/180x180.jpg,2095625,plastic,plastic,bottle cap,bottlecaps,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, lid, plasticlid",33.99640532/-117.3629552,-117.36296,33.99641,Site 6,stanley-7,26/10/2018 02:11:18 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/cd9a0ba8-e99e-3ae7-beb1-e470c5ee1821-101265/180x180.jpg,2095626,plastic,plastic,plastic lid,lids,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, straw, plasticstraw",33.9963969/-117.36292704,-117.36293,33.99640,Site 6,stanley-7,26/10/2018 02:11:53 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/550a24b9-69d5-3b80-a0c8-ebd579cc0e31-101265/180x180.jpg,2095627,plastic,plastic,plastic straw,straws,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"styrofoam, cup, polar pop",33.99640358/-117.36291258,-117.36291,33.99640,Site 6,stanley-7,26/10/2018 02:12:49 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/3b2093dc-42fb-3f88-bb28-3f8b6f087fa0-101265/180x180.jpg,2095628,styrofoam,foam,cup,cups,polar pop,polar pop,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"paper, food",33.99639661/-117.362894,-117.36289,33.99640,Site 6,stanley-7,26/10/2018 02:13:56 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/4dc96f9f-f323-3cfc-b1ed-7083c04721f5-101265/180x180.jpg,2095629,paper,paper,container,other,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, cigarette, cigarettebutt, marlboro",33.99638879/-117.36291302,-117.36291,33.99639,Site 6,stanley-7,26/10/2018 02:15:14 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/5b610450-7eeb-370d-9f18-a49aea31750b-101265/180x180.jpg,2095630,plastic,plastic,cigarette butt,cigarettebutts,marlboro,Marlboro,1150,Philip Morris,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, wrapper, absorbant",33.99641809/-117.3628611,-117.36286,33.99642,Site 6,stanley-7,26/10/2018 02:16:46 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/7d8315e6-66c3-390e-949f-568d0be9562c-101265/180x180.jpg,2095632,plastic,plastic,wrapper,wrappers,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"styrofoam, cup, polar pop",33.99641366/-117.36292876,-117.36293,33.99641,Site 6,stanley-7,26/10/2018 02:17:53 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/eb5cfead-96a2-32d2-8108-7e2f96eea060-101265/180x180.jpg,2095633,styrofoam,foam,cup,cups,polar pop,polar pop,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, wrapper, chips, fritos",33.996438/-117.36290851,-117.36291,33.99644,Site 6,stanley-7,26/10/2018 02:18:47 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/25d5fac6-ea9f-30aa-b75a-ce161443e9ad-101265/180x180.jpg,2095634,plastic,plastic,food wrapper,foodwrappers,fritos,Fritos,1091,PepsiCo,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"paper, napkin",33.99646725/-117.36289475,-117.36289,33.99647,Site 6,stanley-7,26/10/2018 02:19:38 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/adf1eaa2-bba9-3197-8f80-2e03483dc222-101265/180x180.jpg,2095635,paper,paper,napkin,napkins,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, lid, plasticlid",33.99648697/-117.36285609,-117.36286,33.99649,Site 6,stanley-7,26/10/2018 02:20:33 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/e2fb8ad5-c6f4-3232-88c3-5965db1625b7-101265/180x180.jpg,2095636,plastic,plastic,plastic lid,lids,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"metal, bottlecap, corona",33.99645479/-117.36286918,-117.36287,33.99645,Site 6,stanley-7,26/10/2018 02:21:32 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/623fa878-d0d9-3fee-9a4d-e5759ae90472-101265/180x180.jpg,2095637,metal,metal,bottle cap,bottlecaps,corona,Corona,5429,Corona,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, wrapper, cigar, dutch masters",33.99645996/-117.36288972,-117.36289,33.99646,Site 6,stanley-7,26/10/2018 02:22:15 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/232203e1-e32e-3101-9a76-7646438c2fe5-101265/180x180.jpg,2095638,plastic,plastic,wrapper,wrappers,dutch masters,dutch masters,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, wrapper, foodwrapper, jordina",33.99644501/-117.36288234,-117.36288,33.99645,Site 6,stanley-7,26/10/2018 02:23:05 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/f83ccb75-e4c3-3d6a-9517-290684b7816b-101265/180x180.jpg,2095639,plastic,plastic,food wrapper,foodwrappers,jordina,jordina,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
rope,33.99647903/-117.36288709,-117.36289,33.99648,Site 6,stanley-7,26/10/2018 02:24:32 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/d16141c2-f938-3a70-8851-4edbbb748265-101265/180x180.jpg,2095640,rope,organic,rope,rope,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, straw",33.99650408/-117.36292907,-117.36293,33.99650,Site 6,stanley-7,26/10/2018 02:25:23 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/b37d13e2-71f0-3149-b3c4-c972d43d4779-101265/180x180.jpg,2095641,plastic,plastic,straw,straws,polar pop,polar pop,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, wrapper, nutter butter",33.99650038/-117.36289154,-117.36289,33.99650,Site 6,stanley-7,26/10/2018 02:26:44 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/6641e672-fac2-3ad9-b855-8b961d5ae983-101265/180x180.jpg,2095642,plastic,plastic,wrapper,wrappers,nutter butter,Nutter Butter,973,Mondelez International,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"aluminum, can, redbull",33.99654178/-117.36296596,-117.36297,33.99654,Site 6,stanley-7,26/10/2018 02:28:12 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/18c2cb58-fc16-3df7-a7cd-67003f165ffa-101265/180x180.jpg,2095643,aluminum,metal,can,cans,red bull,Red Bull,1303,Red Bull,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, cup, jackinthebox",33.99658178/-117.36293982,-117.36294,33.99658,Site 6,stanley-7,26/10/2018 02:29:11 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/232ac3fd-420f-3472-b57b-c97dbcce3974-101265/180x180.jpg,2095644,plastic,plastic,plastic cup,cups,jack in the box,Jack in the Box,605,Jack in the Box,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, cup, starbucks",33.99656302/-117.36292512,-117.36293,33.99656,Site 6,stanley-7,26/10/2018 02:29:54 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/a3b87a2a-cd45-34c1-a38f-e43f2c7c2fa8-101265/180x180.jpg,2095645,plastic,plastic,cup,cups,starbucks,Starbucks,1376,Starbucks,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
styrofoam,33.99676773/-117.36285617,-117.36286,33.99677,Site 6,stanley-7,26/10/2018 02:31:39 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/cbfc8c91-ef61-3233-ba0d-58b788d1f4c5-101265/180x180.jpg,2095647,styrofoam,foam,,other,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"paper, cup",33.99691397/-117.36271618,-117.36272,33.99691,Site 6,stanley-7,26/10/2018 02:33:00 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/1a094c8d-6966-3740-9fd3-0c377621c325-101265/180x180.jpg,2095648,paper,paper,cup,cups,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"paper, cup, bakers",33.99704937/-117.36260916,-117.36261,33.99705,Site 6,stanley-7,26/10/2018 02:34:04 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/4d965a9e-f494-30ae-9b2a-1b0b3b45023f-101265/180x180.jpg,2095649,paper,paper,cup,cups,bakers,bakers,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
"plastic, lid, plasticlid",33.9970602/-117.36260058,-117.36260,33.99706,Site 6,stanley-7,26/10/2018 02:34:37 GMT,10/26/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/b4746389-70b5-3c2b-b96e-ca6d44739e00-101265/180x180.jpg,2095650,plastic,plastic,plastic lid,lids,,,,other,11982.53300,483.10000,11.20000,Mixed,2,Yes,301.04000,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3.27347e+06,6065030104,Stanley,,,,,,1,0,-1,,,Stanley Stanley.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Stanley.kmz
