id,Material,Item,Brand,Notes
2116719,paper,cup,mcdonalds,
2116725,plastic,wrapper,mcdonalds,
2116843,paper,cup,miguels,
2116701,cardboard,box,mike and ike,
2116862,cardboard,juice box,minute maid,
2095383,plastic,food container,motts,
2095385,plastic,food container,motts,
2116543,cardboard,container,nerds,
2116863,cardboard,container,nerds,
2116689,plastic,food wrapper,nestle,
2137335,plastic,bottle,new amsterdam,
2137337,plastic,cigarette box,newport,
2095642,plastic,wrapper,nutter butter,
2137345,plastic,container,orbit,
2095613,plastic,wrapper,paletas,
2095391,paper,napkin,panda express,
2095609,cardboard,box,paper one,
2116642,plastic,container,pillsbury,
2095628,styrofoam,cup,polar pop,
2095633,styrofoam,cup,polar pop,
2116533,styrofoam,cup,polar pop,
2116651,styrofoam,cup,polar pop,
2137321,styrofoam,cup,polar pop,
2137323,styrofoam,cup,polar pop,
2116698,plastic,plastic straw,polar pop,
2095398,plastic,straw,polar pop,
2095579,plastic,straw,polar pop,
2095641,plastic,straw,polar pop,
2137331,plastic,straw,polar pop,
2116660,plastic,wrapper,prevail,
2095662,aluminum,container,pringles,
2095403,plastic,food wrapper,quaker,
2116845,paper,cup,raising canes,
2095643,aluminum,can,red bull,
2116565,plastic,food wrapper,ricolina,
2137350,plastic,candy wrapper,ring pop,
2095620,plastic,wrapper,royal blunts,
2116659,plastic,wrapper,royal blunts,
2137342,plastic,wrapper,sabritones,
2116547,plastic,candy wrapper,sathers,
2095572,plastic,candy wrapper,skittles,
2116552,plastic,candy wrapper,skittles,
2137352,plastic,candy wrapper,skittles,
2116520,plastic,food wrapper,snak club,
2095588,plastic,candy wrapper,snickers,
2116728,plastic,candy wrapper,snickers,
2095645,plastic,cup,starbucks,
2137340,plastic,wrapper,starbucks,
2116861,plastic,shopping bag,stater bros,
2137330,plastic,water bottle,stater bros,
2095573,paper,container,sunmaid,
2095616,styrofoam,box,sysco,
2116696,paper,cigarette box,traffic,
2116563,plastic,cigarette box,traffic,
2095619,plastic,candy wrapper,twizzlers,
2116859,plastic,food wrapper,welchs,
2116542,paper,cup,wendys,
2116842,paper,cup,wendys,
2116846,paper,cup,wendys,
2116849,aluminum,can,whip-it,
2116850,aluminum,can,whip-it,
2095406,paper,catalog,world vision,
2095604,paper,bag,,
2116858,paper,bag,,
2095578,plastic,bag,,
2116637,plastic,bag,,
2116662,paper,book,,
2095387,plastic,bottle cap,,
2095625,plastic,bottle cap,,
2095659,plastic,bottlecap,,
2116650,cardboard,box,,
2095618,styrofoam,box,,
2116516,paper,bracelet,,
2116726,paper,card,,
2116519,plastic,cigarette butt,,
2137346,plastic,coffee lid,,
2095409,paper,container,,
2095629,paper,container,,
2116515,plastic,container,,
2137333,plastic,container,,
2137334,plastic,container,,
2095648,paper,cup,,
2116626,paper,cup,,
2095606,plastic,cup,,
2116657,plastic,cup,,
2116512,styrofoam,cup,,
2116840,styrofoam,cup,,
2137347,styrofoam,cup,,
2095605,plastic,floss,,
2116694,paper,flyer,,
2095600,plastic,fork,,
2116652,straw,hat,,
2116511,plastic,lid,,
2116646,plastic,miscellaneous,,
2137324,rubber,miscellaneous,,
2095592,paper,napkin,,
2095601,paper,napkin,,
2095635,paper,napkin,,
2116524,paper,napkin,,
2116643,paper,napkin,,
2095389,metal,paper clip,,
2095577,paper,paper towel,,
2095608,paper,paper towel,,
2116844,plastic,plastic bag,,
2116854,plastic,plastic bag,,
2137336,plastic,plastic bag,,
2137343,plastic,plastic bag,,
2095626,plastic,plastic lid,,
2095636,plastic,plastic lid,,
2095650,plastic,plastic lid,,
2116557,plastic,plastic lid,,
2116697,plastic,plastic lid,,
2116730,plastic,plastic lid,,
2095627,plastic,plastic straw,,
2095595,styrofoam,plate,,
2116518,styrofoam,plate,,
2116541,styrofoam,plate,,
2116560,styrofoam,plate,,
2116578,styrofoam,plate,,
2095386,paper,receipt,,
2095393,paper,receipt,,
2095396,paper,receipt,,
2116635,paper,receipt,,
2116636,paper,receipt,,
2095640,rope,rope,,
2116521,plastic,spoon,,
2095410,plastic,straw,,
2095597,plastic,straw,,
2116653,plastic,straw,,
2116702,plastic,straw,,
2095390,plastic,tape,,
2116645,plastic,tape,,
2116530,plastic,water bottle,,
2116572,paper,wipe,,
2116621,paper,wipe,,
2116622,paper,wipe,,
2095569,plastic,wrapper,,
2095591,plastic,wrapper,,
2116647,plastic,wrapper,,
2116510,cardboard,,,
2095658,glass,,,
2116523,metal,,,
2095395,paper,,,
2095611,paper,,,
2116529,paper,,,
2116532,paper,,,
2137348,paper,,,
2095402,plastic,,,
2116526,plastic,,,
2116534,plastic,,,
2116536,plastic,,,
2095602,rubber,,,
2095408,styrofoam,,,
2095612,styrofoam,,,
2095614,styrofoam,,,
2095615,styrofoam,,,
2095621,styrofoam,,,
2095622,styrofoam,,,
2095623,styrofoam,,,
2095624,styrofoam,,,
2095646,styrofoam,,,
2095647,styrofoam,,,
2095654,styrofoam,,,
2116537,styrofoam,,,
2116539,styrofoam,,,
2116855,styrofoam,,,
