Litter,input_valid_3,input_valid_2,input_valid,tag_merge,Challenges,Tags,Location (Lat / Long),Name,Username,Date,Country Code,Image URL
2157041,,,,,Our Clean Community,"wrapper, plastic, 3muskateers",33.9432189194802/-117.299382621532,Hannah Hapich,hannah-hapich,2018-11-11T08:12:11Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/11/3cf22740-e5ee-11e8-b9fb-c9df4b0f776b-99977/180x180.jpg
2153343,,,,,Our Clean Community,"plastic, fork",33.99752857/-117.36229935,Stanley,stanley-7,2018-10-11T01:11:54Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/10/ec7a6990-e506-11e8-956f-41663d6e41fa-101265/180x180.jpg
2153332,,,,,Our Clean Community,"plastic, lid",33.9979311/-117.36201623,Stanley,stanley-7,2018-10-11T01:04:50Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/10/de76c410-e506-11e8-956f-41663d6e41fa-101265/180x180.jpg
2148027,,,,,Our Clean Community,"can, aluminum, coke",34.12693805/-117.80635423,LokTrevor,loktrevor,2018-09-11T12:14:55Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/09/7d8bea20-e3b4-11e8-8321-6fbfbdc03212-100911/180x180.jpg
2148017,,,,,Our Clean Community,,34.12553082/-117.80707835,LokTrevor,loktrevor,2018-09-11T12:05:44Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/09/34fe6ae0-e3b3-11e8-8321-6fbfbdc03212-100911/180x180.jpg
2139083,,,,,Our Clean Community,"paper, cup, elpolloloco",33.9432168240044/-117.299065534135,Hannah Hapich,hannah-hapich,2018-07-11T03:35:02Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/07/82da3b2c-c6c6-34ec-8d1f-4b0f25159dae-99977/180x180.jpg
2139042,,,,,Our Clean Community,paper,33.9431835059393/-117.299705492442,Hannah Hapich,hannah-hapich,2018-07-11T03:26:03Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/07/5651bf79-524e-3ef5-ae33-758677a4ce42-99977/180x180.jpg
2136673,,,,,Our Clean Community,paper,33.975806040721/-117.332089981173,Melissa,mchou009,2018-06-11T12:40:49Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/06/543f8393-b536-3add-b077-8a397dceb0f8-101103/180x180.jpg
2136667,,,,,Our Clean Community,paper,33.9758137101624/-117.33205041859,Melissa,mchou009,2018-06-11T12:39:11Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/06/9a440449-3f34-3f5f-bea1-ae110053f7d8-101103/180x180.jpg
2136654,,,,,Our Clean Community,plastic,33.975897277737/-117.332049245124,Melissa,mchou009,2018-06-11T12:32:15Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/06/a4b13861-4c17-3fd0-b7b7-c7e1a7c02eca-101103/180x180.jpg
2136653,,,,,Our Clean Community,"paper, newspaper",33.975897277737/-117.332049245124,Melissa,mchou009,2018-06-11T12:31:33Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/06/6b8934fe-b652-3a45-ab73-b92273ba4c7c-101103/180x180.jpg
2136635,,,,,Our Clean Community,"plastic, wrapper",33.9758312702495/-117.33160986576,Melissa,mchou009,2018-06-11T12:19:52Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/06/0a032775-e328-33fe-8d4d-097131f2edd0-101103/180x180.jpg
2116746,,,,,Our Clean Community,"cigarette, paper",33.9427909814137/-117.298920946305,Hannah Hapich,hannah-hapich,2018-02-11T12:41:27Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/02/8bc92fde-274f-3d6b-9efd-656243cdc82b-99977/180x180.jpg
2116743,,,,,Our Clean Community,"cigarette, paper",33.9427975192982/-117.298897644614,Hannah Hapich,hannah-hapich,2018-02-11T12:41:09Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/02/000c1c1f-2f9e-3233-afd3-3f72d1b8ca6c-99977/180x180.jpg
2116738,,,,,Our Clean Community,pileofcigarettes,33.9431066019777/-117.298967549687,Hannah Hapich,hannah-hapich,2018-02-11T12:37:41Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/02/86381bc6-4952-3710-804f-201af44df6ff-99977/180x180.jpg
2116686,,,,,Our Clean Community,"paper, pricetag",33.9428998204264/-117.299250187462,Hannah Hapich,hannah-hapich,2018-02-11T12:28:07Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/02/6a3f0442-4a1b-321c-975b-b81048845162-99977/180x180.jpg
2116690,,,,,Our Clean Community,,33.99835205/-117.36172202,Stanley,stanley-7,2018-02-11T12:07:04Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/02/0ba45275-be9a-3eb3-bd13-b35101266bda-101265/180x180.jpg
2116661,,,,,Our Clean Community,"plastic, cup",33.99837803/-117.36169329,Stanley,stanley-7,2018-02-11T12:05:10Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/02/48405874-7e41-3d5e-afbd-3fbb12520802-101265/180x180.jpg
2116641,,,,,Our Clean Community,"plastic, cardboard, container",33.99840165/-117.36165635,Stanley,stanley-7,2018-01-11T11:49:45Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/7211ea4e-17ae-32ca-a35a-740551fcbed7-101265/180x180.jpg
2116633,,,,,Our Clean Community,"plastic, wrapper, hanes",33.99840343/-117.36168845,Stanley,stanley-7,2018-01-11T11:43:34Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/f1ba6b09-7036-3946-8fef-5293b76bc2e3-101265/180x180.jpg
2116632,,,,,Our Clean Community,"cardboard, box, ritz",33.99840343/-117.36168816,Stanley,stanley-7,2018-01-11T11:43:01Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/1f1e16dc-57c7-3fe4-b21c-f27f7b2bb723-101265/180x180.jpg
2116631,,,,,Our Clean Community,,33.99840335/-117.36168808,Stanley,stanley-7,2018-01-11T11:42:39Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/d392ad8c-deef-33ac-8416-d871af2c232c-101265/180x180.jpg
2116629,,,,,Our Clean Community,"paper, cup, innout",33.99840374/-117.36168825,Stanley,stanley-7,2018-01-11T11:41:16Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/6a681815-f290-3c91-b920-be1188c9220d-101265/180x180.jpg
2116628,,,,,Our Clean Community,rope,33.99840376/-117.36168824,Stanley,stanley-7,2018-01-11T11:40:49Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/b59928b2-0b76-3d01-9174-e752da69c6ef-101265/180x180.jpg
2116627,,,,,Our Clean Community,paper,33.99840393/-117.36168825,Stanley,stanley-7,2018-01-11T11:40:25Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/05aa7b53-9e9a-3c6a-a557-a99f7aadefe2-101265/180x180.jpg
2116625,,,,,Our Clean Community,"cup, styrofoam",33.99840467/-117.36168871,Stanley,stanley-7,2018-01-11T11:39:24Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/b95ba95a-d7e8-39d0-a92a-6804bb00aa01-101265/180x180.jpg
2116624,,,,,Our Clean Community,"plastic, container, jot",33.9984046/-117.36168877,Stanley,stanley-7,2018-01-11T11:38:54Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/add2f8f5-3e45-3e63-8f02-01f545990ae0-101265/180x180.jpg
2116623,,,,,Our Clean Community,"paper, bag",33.99840454/-117.36168879,Stanley,stanley-7,2018-01-11T11:38:25Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/428b7b90-cbd9-3380-bb35-4d79ade78d48-101265/180x180.jpg
2116577,,,,,Our Clean Community,,33.99840696/-117.36168188,Stanley,stanley-7,2018-01-11T11:34:55Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/bac55ec6-a821-3417-aa46-f38d6e975b68-101265/180x180.jpg
2116575,,,,,Our Clean Community,"plastic, gumwrapper, wrigleys",33.99840716/-117.36168173,Stanley,stanley-7,2018-01-11T11:34:25Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/accbddcc-7553-3568-8a98-0cb4e3e75295-101265/180x180.jpg
2116574,,,,,Our Clean Community,"paper, sticky notes, beautone",33.99840709/-117.36168126,Stanley,stanley-7,2018-01-11T11:33:40Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/ba809c9b-1b11-3ef7-ba41-4ea0f1f2fcb0-101265/180x180.jpg
2116571,,,,,Our Clean Community,"cardboard, box, disney",33.99841028/-117.36168162,Stanley,stanley-7,2018-01-11T11:31:45Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/f43ec70a-81af-333f-ab94-2b5f3a615029-101265/180x180.jpg
2116569,,,,,Our Clean Community,"styrofoam, cup, polar pop",33.99841031/-117.36168154,Stanley,stanley-7,2018-01-11T11:31:00Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/29b31e65-e317-332f-b332-76fc555dfd48-101265/180x180.jpg
2116567,,,,,Our Clean Community,"paper, cup",33.99840726/-117.36168732,Stanley,stanley-7,2018-01-11T11:30:09Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/d01b493b-ec3e-3905-b2a7-01dfd198343d-101265/180x180.jpg
2114919,,,,,Our Clean Community,"Newspaper, Paper, ALDI",33.9759667/-117.33097475,Win Cowger,litterati-92684,2018-01-11T04:43:20Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/5d4818c3-0e06-3bb5-b6bf-0d493bd12ac6-92684/180x180.jpg
2118233,,,,,Our Clean Community,plastic,33.9757540729213/-117.333138305803,Melissa,mchou009,2018-10-31T12:00:24Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/31/55ad8735-c54d-399f-b8cf-56462b20fdcd-101103/180x180.jpg
2109769,,,,,Our Clean Community,plastic,33.9757729322035/-117.332725580891,Melissa,mchou009,2018-10-30T11:53:50Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/30/81283801-05a2-3b99-a839-f08d79610a8d-101103/180x180.jpg
2109754,,,,,Our Clean Community,plastic,33.975798161732/-117.332436656689,Melissa,mchou009,2018-10-30T11:48:32Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/30/9adb9981-a3f3-3876-8a76-4fcb20c051c2-101103/180x180.jpg
2109749,,,,,Our Clean Community,paper,33.9757740218509/-117.332337498774,Melissa,mchou009,2018-10-30T11:47:18Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/30/b41b7954-6178-3092-af6d-d79cbbd6b614-101103/180x180.jpg
2109746,,,,,Our Clean Community,paper,33.9757665200475/-117.332325931748,Melissa,mchou009,2018-10-30T11:46:10Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/30/d8298875-456a-30c5-a0df-918cf87ef938-101103/180x180.jpg
2109483,,,,,Our Clean Community,plastic,33.9753207285274/-117.331317002063,Melissa,mchou009,2018-10-30T11:29:24Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/30/93212ef5-8480-33ba-8ab9-8f8aeac89b9d-101103/180x180.jpg
2109477,,,,,Our Clean Community,"plastic, wrapper, Hostess",33.9753311639968/-117.33111558493,Melissa,mchou009,2018-10-30T11:26:53Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/30/7d8ad982-e4dd-37e1-a00c-8625f36eb6cb-101103/180x180.jpg
2109475,,,,,Our Clean Community,"plastic, bag",33.9758124109674/-117.331027574946,Melissa,mchou009,2018-10-30T11:25:48Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/30/83d7f1f7-29d1-3ada-8be8-7eca048c49d7-101103/180x180.jpg
2107611,,,,,Our Clean Community,cigarette,33.9757908275667/-117.334000049268,Melissa,mchou009,2018-10-29T11:35:30Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/29/2a46965e-d6ec-3447-8dfe-b6eded3a79f4-101103/180x180.jpg
2107607,,,,,Our Clean Community,plastic,33.9757653465811/-117.334053022896,Melissa,mchou009,2018-10-29T11:34:23Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/29/2b725b3e-a472-3222-9ed5-82eae86a0120-101103/180x180.jpg
2107591,,,,,Our Clean Community,"plastic, Welch’s",33.97683125845/-117.332505559316,Melissa,mchou009,2018-10-29T11:24:44Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/29/f89cff7e-0320-3ec0-9862-24e6c4e76433-101103/180x180.jpg
2109792,,,,,Our Clean Community,"ducttape, plastic",33.9431638084668/-117.299035946016,Hannah Hapich,hannah-hapich,2018-10-28T04:25:48Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/28/513bda62-a7f8-332b-b54c-8f2f92878bb2-99977/180x180.jpg
2104875,,,,,Our Clean Community,"paper, scrap",33.9432167820949/-117.299362504964,Hannah Hapich,hannah-hapich,2018-10-28T04:02:38Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/28/0b13ba1d-d840-343d-9a33-ca9c886e3583-99977/180x180.jpg
2100779,,,,,Our Clean Community,"plastic, candy, wrapper, snickers",34.12716634/-117.80648925,LokTrevor,loktrevor,2018-10-27T06:06:06Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/27/fca38591-334a-3a34-a179-4f27b3a289d6-100911/180x180.jpg
2100677,,,,,Our Clean Community,"plastic, reflector, unilever",34.12784904/-117.80632255,LokTrevor,loktrevor,2018-10-27T05:01:36Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/27/42a87474-66e3-3e1d-a8c2-29f543fffa06-100911/180x180.jpg
2095631,,,,,Our Clean Community,"paper, wipe",33.99641827/-117.3628607,Stanley,stanley-7,2018-10-26T02:16:12Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/0979869d-c279-394a-8721-b081c08310a3-101265/180x180.jpg
2095589,,,,,Our Clean Community,"plastic, wrapper, candy, candywrapper, sour patch",33.99815413/-117.36208322,Stanley,stanley-7,2018-10-26T01:38:06Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/26/b2125604-d0a5-3396-afc8-64ed7e2e8ebc-101265/180x180.jpg
2104858,,,,,Our Clean Community,"glove, cloth",33.9425846608672/-117.298808628802,Hannah Hapich,hannah-hapich,2018-10-25T01:34:07Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/25/dde2206a-32cc-3541-8ee0-0dda0effdb45-99977/180x180.jpg
2104857,,,,,Our Clean Community,"paper, cigarettebutt",33.9425837388578/-117.298830002656,Hannah Hapich,hannah-hapich,2018-10-25T01:33:39Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/25/f00013ce-6e14-3567-82dc-b32d2b20c070-99977/180x180.jpg
2087449,,,,,Our Clean Community,"plastic, ricola, wrapper",33.9432254154551/-117.299063103383,Hannah Hapich,hannah-hapich,2018-10-25T12:51:54Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/25/39263bd0-a77e-3808-b5cd-d8f22f026005-99977/180x180.jpg
2079594,,,,,Our Clean Community,"paper, scrap",33.9426122373286/-117.299223030095,Hannah Hapich,hannah-hapich,2018-10-24T12:57:49Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/24/02b1243d-5554-3cff-abce-7023bce19c2e-99977/180x180.jpg
2079591,,,,,Our Clean Community,"wrapper, plastic",33.9426164701897/-117.29922177281,Hannah Hapich,hannah-hapich,2018-10-24T12:57:00Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/24/c2fdff9b-0279-376d-bd8b-94a7f575ab70-99977/180x180.jpg
2079579,,,,,Our Clean Community,"glass, scrap",33.9426168892849/-117.299200231319,Hannah Hapich,hannah-hapich,2018-10-24T12:53:39Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/24/b33b77f3-7ecc-33af-9270-5ad423195162-99977/180x180.jpg
2063655,,,,,Our Clean Community,"plastic, cigarettebutt",33.97625374/-117.33100678,Stanley,stanley-7,2018-10-19T05:39:21Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/19/3ee5751b-8818-3ff4-a3ea-92ce4a82a025-101265/180x180.jpg
2063645,,,,,Our Clean Community,"gum, food",33.97623908/-117.33098711,Stanley,stanley-7,2018-10-19T05:37:26Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/19/35d7dcd6-23c1-3f0c-b975-38ba21bf17c6-101265/180x180.jpg
2063639,,,,,Our Clean Community,"plastic, wrapper, meiji",33.97622983/-117.33099017,Stanley,stanley-7,2018-10-19T05:36:17Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/19/46ff0e82-77e0-3c36-b5f5-2f85b6630c9b-101265/180x180.jpg
2063631,,,,,Our Clean Community,rubber,33.97605586/-117.33101297,Stanley,stanley-7,2018-10-19T05:33:39Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/19/b4b441fd-6ee6-329e-a750-697e29998cf2-101265/180x180.jpg
2063628,,,,,Our Clean Community,"paper, candywrapper",33.97603972/-117.33103098,Stanley,stanley-7,2018-10-19T05:32:19Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/19/f2dded15-3b64-3b90-9ecb-eff700f6a38d-101265/180x180.jpg
2063603,,,,,Our Clean Community,"plastic, paper, packaging",33.97597835/-117.33104036,Stanley,stanley-7,2018-10-19T05:29:30Z,US,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/19/15fede37-75a6-30ed-9e88-42062affba37-101265/180x180.jpg
