Tags,Location (Lat / Long),Lon,Lat,Name,Username,Date,Day,Image URL,id,Material,Material_TT,Item,Item_TT,Brand,Brand_TT,ID,Manufacturer,Site Area_m2,Site_Length_m,Road_Width_m,Landuse_Type,Number_Road_Lanes,Both_Sides,Tract,Mean Income_households_2019_5year_census,Median Income_households,Cal_Enviro_Screen,Street Sweeping Schedule,Area_m2,TractID
paper,34.00414237/-117.35478257,-117.3547826,34.00414237,Site 7A,litterati-92684,16/09/2018 01:58:36 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/6678fb72-3b29-3a27-b8ce-d3a178bd3f75-92684/180x180.jpg,1913919,Paper,paper,Label,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plastic, lid",34.00414883/-117.35477671,-117.3547767,34.00414883,Site 7A,litterati-92684,16/09/2018 01:58:52 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/ae4a2e56-fa15-3f35-b114-fcd8b1b82377-92684/180x180.jpg,1913920,Plastic,plastic,Lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plasticbottle, nestle, paper",34.00414519/-117.35476426,-117.3547643,34.00414519,Site 7A,litterati-92684,16/09/2018 01:59:27 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/3fc3d3dc-c65e-3b4f-ae4c-5b4ced7870ba-92684/180x180.jpg,1913921,Plastic,plastic,Beverage Bottle,beveragebottles,Nestle,Nestle,1039,Nestlé,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plasticbottle, nestle, paper",34.00414519/-117.35476426,-117.3547643,34.00414519,Site 7A,litterati-92684,16/09/2018 01:59:27 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/3fc3d3dc-c65e-3b4f-ae4c-5b4ced7870ba-92684/180x180.jpg,1913921,Paper,paper,Napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"styrofoam, cup",34.00414615/-117.3547726,-117.3547726,34.00414615,Site 7A,litterati-92684,16/09/2018 02:00:25 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/00e88bae-eaea-3434-a9ee-26e2eb822568-92684/180x180.jpg,1913922,Plastic,plastic,Foam Cup,cups,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
paper,34.00414992/-117.3547668,-117.3547668,34.00414992,Site 7A,litterati-92684,16/09/2018 02:01:00 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/915cfcf1-fb19-34b0-a85a-72b77a5e2f50-92684/180x180.jpg,1913923,Paper,paper,Napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"bag, churches, straw",34.00417444/-117.35474689,-117.3547469,34.00417444,Site 7A,litterati-92684,16/09/2018 02:01:23 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/13e433c4-65ca-33e7-8922-b3b1e7bb8f3e-92684/180x180.jpg,1913924,Plastic,plastic,Bag,bags,Churches,churches,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"bag, churches, straw",34.00417444/-117.35474689,-117.3547469,34.00417444,Site 7A,litterati-92684,16/09/2018 02:01:23 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/13e433c4-65ca-33e7-8922-b3b1e7bb8f3e-92684/180x180.jpg,1913924,Plastic,plastic,Straw,straws,Churches,churches,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
paper,34.00417452/-117.35474965,-117.3547497,34.00417452,Site 7A,litterati-92684,16/09/2018 02:02:28 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/2b81e8a3-395e-308d-9267-8f6e452a434c-92684/180x180.jpg,1913925,Paper,paper,Food Container,foodwrappersorcontainers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plasticbottle, stater bros",34.00417396/-117.35473889,-117.3547389,34.00417396,Site 7A,litterati-92684,16/09/2018 02:02:44 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/c5a29961-8ae1-37a2-8646-36e7447a6b05-92684/180x180.jpg,1913926,Plastic,plastic,Beverage Bottle,beveragebottles,Stater Bros,stater bros,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
subway,34.00420131/-117.35471709,-117.3547171,34.00420131,Site 7A,litterati-92684,16/09/2018 02:03:14 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/bcf33139-6759-37ea-9ddd-7d8387e80fa1-92684/180x180.jpg,1913928,Paper,paper,Cup,cups,Subway,Subway,1380,Subway,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
subway,34.00420131/-117.35471709,-117.3547171,34.00420131,Site 7A,litterati-92684,16/09/2018 02:03:14 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/bcf33139-6759-37ea-9ddd-7d8387e80fa1-92684/180x180.jpg,1913928,Plastic,plastic,Lid,lids,Subway,Subway,1380,Subway,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
subway,34.00420131/-117.35471709,-117.3547171,34.00420131,Site 7A,litterati-92684,16/09/2018 02:03:14 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/bcf33139-6759-37ea-9ddd-7d8387e80fa1-92684/180x180.jpg,1913928,Plastic,plastic,Straw,straws,Subway,Subway,1380,Subway,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00419889/-117.35470581,-117.3547058,34.00419889,Site 7A,litterati-92684,16/09/2018 02:03:48 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/136996d3-0d5a-372c-85af-fd058f2d1e8d-92684/180x180.jpg,1913930,Paper,paper,Cup,cups,Cold Stone,cold stone,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00419889/-117.35470581,-117.3547058,34.00419889,Site 7A,litterati-92684,16/09/2018 02:03:48 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/136996d3-0d5a-372c-85af-fd058f2d1e8d-92684/180x180.jpg,1913930,Plastic,plastic,Straw,straws,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, plastic",34.00421657/-117.35470117,-117.3547012,34.00421657,Site 7A,litterati-92684,16/09/2018 02:04:12 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/3e1e83f9-7787-310b-ba14-9e7ab5795830-92684/180x180.jpg,1913931,Plastic,plastic,Food Wrapper,foodwrappers,Troli,troli,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, plastic",34.00421657/-117.35470117,-117.3547012,34.00421657,Site 7A,litterati-92684,16/09/2018 02:04:12 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/3e1e83f9-7787-310b-ba14-9e7ab5795830-92684/180x180.jpg,1913931,Paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00422349/-117.35469496,-117.354695,34.00422349,Site 7A,litterati-92684,16/09/2018 02:04:37 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/cd0bfb60-fb6d-3c11-a992-7183c73a3898-92684/180x180.jpg,1913932,Plastic,plastic,Cup,cups,Jack in the Box,Jack in the Box,605,Jack in the Box,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00422821/-117.35467353,-117.3546735,34.00422821,Site 7A,litterati-92684,16/09/2018 02:04:55 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/5afa35b1-fc2f-3c82-8ee4-037f2212ff26-92684/180x180.jpg,1913933,Plastic,plastic,Cup,cups,Jack in the Box,Jack in the Box,605,Jack in the Box,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00422821/-117.35467353,-117.3546735,34.00422821,Site 7A,litterati-92684,16/09/2018 02:04:55 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/5afa35b1-fc2f-3c82-8ee4-037f2212ff26-92684/180x180.jpg,1913933,Plastic,plastic,Lid,lids,Jack in the Box,Jack in the Box,605,Jack in the Box,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00422821/-117.35467353,-117.3546735,34.00422821,Site 7A,litterati-92684,16/09/2018 02:04:55 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/5afa35b1-fc2f-3c82-8ee4-037f2212ff26-92684/180x180.jpg,1913933,Plastic,plastic,Straw,straws,Jack in the Box,Jack in the Box,605,Jack in the Box,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
paper,34.00417708/-117.35454883,-117.3545488,34.00417708,Site 7A,litterati-92684,16/09/2018 02:05:21 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/4ef0bae6-e728-361e-aa28-413a4d6fa850-92684/180x180.jpg,1913934,Paper,paper,,other,Great Value,Great Value,1634,Walmart,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
plasticlid,34.004169/-117.3544753,-117.3544753,34.004169,Site 7A,litterati-92684,16/09/2018 02:05:41 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/7e98a31a-9b3e-3109-ba9f-75f31db54500-92684/180x180.jpg,1913935,Plastic,plastic,Lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
mcdonalds,34.00416432/-117.35445955,-117.3544596,34.00416432,Site 7A,litterati-92684,16/09/2018 02:05:55 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/d7d9595a-a19b-39a5-bf2d-8f76d9908557-92684/180x180.jpg,1913936,Plastic,plastic,Sauce Packet,saucepacket,McDonalds,McDonalds,922,McDonalds,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, plate",34.00413416/-117.35444757,-117.3544476,34.00413416,Site 7A,litterati-92684,16/09/2018 02:06:16 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/17c570f0-d3a0-30c7-a9cc-95764f1d0387-92684/180x180.jpg,1913937,Paper,paper,Plate,plates,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00414443/-117.35443288,-117.3544329,34.00414443,Site 7A,litterati-92684,16/09/2018 02:06:39 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/f0b931d2-b1b5-3f79-a039-ee73102e33e4-92684/180x180.jpg,1913938,Plastic,plastic,Lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00414443/-117.35443288,-117.3544329,34.00414443,Site 7A,litterati-92684,16/09/2018 02:06:39 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/f0b931d2-b1b5-3f79-a039-ee73102e33e4-92684/180x180.jpg,1913938,Plastic,plastic,Straw,straws,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
metal,34.00413676/-117.35442312,-117.3544231,34.00413676,Site 7A,litterati-92684,16/09/2018 02:06:52 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/c2f5b81e-2f0e-38ee-986a-08118ab8738b-92684/180x180.jpg,1913939,Paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
napkin,34.0041008/-117.3543525,-117.3543525,34.0041008,Site 7A,litterati-92684,16/09/2018 02:07:15 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/129f2008-8e1d-39ea-967d-fdd867beb61e-92684/180x180.jpg,1913940,Paper,paper,Napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
cigar package,34.00412031/-117.3543248,-117.3543248,34.00412031,Site 7A,litterati-92684,16/09/2018 02:07:34 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/916f4927-c14e-31d7-a1c0-d7f79ddc2c22-92684/180x180.jpg,1913941,Plastic,plastic,Tobacco Wrapper,tobaccopackaging&wrappers,Dutch,dutch,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
plastic,34.00410594/-117.35427156,-117.3542716,34.00410594,Site 7A,litterati-92684,16/09/2018 02:07:58 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/706dadd1-0342-383b-bd66-a1b1c0569e4c-92684/180x180.jpg,1913942,Plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00406642/-117.3541854,-117.3541854,34.00406642,Site 7A,litterati-92684,16/09/2018 02:08:24 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/49837bff-10ac-35ed-b85b-411d75c456d5-92684/180x180.jpg,1913943,Plastic,plastic,Food Wrapper,foodwrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
plastic,34.00402803/-117.35424403,-117.354244,34.00402803,Site 7A,litterati-92684,16/09/2018 12:48:43 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/26fbb88c-b7b2-35b4-9684-ed1fff413305-92684/180x180.jpg,1913701,Plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00394752/-117.35414492,-117.3541449,34.00394752,Site 7A,litterati-92684,16/09/2018 12:49:25 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/0693b148-1de2-36b5-88bb-b479fb97c394-92684/180x180.jpg,1913702,Plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00394995/-117.35414753,-117.3541475,34.00394995,Site 7A,litterati-92684,16/09/2018 12:50:19 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/9078d4ce-3a06-38e9-a1a0-32c276943d5b-92684/180x180.jpg,1913704,Plastic,plastic,Cigarette,cigarettes/cigartips,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plastic, candy",34.00396175/-117.3541385,-117.3541385,34.00396175,Site 7A,litterati-92684,16/09/2018 12:50:57 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/e444e12a-7f87-3231-b7e7-07f3f74a1080-92684/180x180.jpg,1913706,Plastic,plastic,Food Wrapper,foodwrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00395279/-117.35413476,-117.3541348,34.00395279,Site 7A,litterati-92684,16/09/2018 12:51:24 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/def33afd-a80c-3ae5-894c-69592e43f160-92684/180x180.jpg,1913707,Plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00390807/-117.35418161,-117.3541816,34.00390807,Site 7A,litterati-92684,16/09/2018 12:51:44 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/86267786-269c-33ef-a055-f9bd90d4206a-92684/180x180.jpg,1913708,Rubber,rubber,Rubber Brand,rubberbands,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00391076/-117.35417529,-117.3541753,34.00391076,Site 7A,litterati-92684,16/09/2018 12:52:04 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/90f46a75-2dff-3066-89f8-b66d27cc1c8d-92684/180x180.jpg,1913709,Plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00390902/-117.3541801,-117.3541801,34.00390902,Site 7A,litterati-92684,16/09/2018 12:52:25 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/8df63294-40c7-3a93-a864-de3244490bf2-92684/180x180.jpg,1913710,Metal,metal,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00389286/-117.35420676,-117.3542068,34.00389286,Site 7A,litterati-92684,16/09/2018 12:52:56 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/c0221b1f-7072-34ee-934a-2cdb19670924-92684/180x180.jpg,1913711,Rubber,rubber,Balloon,balloons,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.00390487/-117.35420766,-117.3542077,34.00390487,Site 7A,litterati-92684,16/09/2018 12:53:17 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/16d55d70-2ce8-3206-a6ea-584cb3445e19-92684/180x180.jpg,1913712,Metal,metal,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
plastic,34.00390461/-117.35420749,-117.3542075,34.00390461,Site 7A,litterati-92684,16/09/2018 12:53:33 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/5e888216-b051-3555-86bb-f1cd51659ecf-92684/180x180.jpg,1913713,Plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plastic, styrofoam",34.0038856/-117.35431956,-117.3543196,34.0038856,Site 7A,litterati-92684,16/09/2018 12:54:22 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/07fe3d3f-140c-392d-b049-e18880cdb4cb-92684/180x180.jpg,1913714,Plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
cigarette,34.00388323/-117.35431557,-117.3543156,34.00388323,Site 7A,litterati-92684,16/09/2018 12:54:38 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/c1e73263-1100-355b-90d6-7fc14f7eacdc-92684/180x180.jpg,1913715,Plastic,plastic,Cigarette,cigarettes/cigartips,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"scratcher, paper",34.00403928/-117.35453582,-117.3545358,34.00403928,Site 7A,litterati-92684,16/09/2018 12:55:26 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/9563071d-686d-3f47-a50a-e78ad4978fd4-92684/180x180.jpg,1913716,Paper,paper,Lottery Ticket,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
cigarette,34.00402629/-117.35461815,-117.3546182,34.00402629,Site 7A,litterati-92684,16/09/2018 12:56:05 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/f5a88f1e-195d-37f5-9402-ed5ed54447af-92684/180x180.jpg,1913717,Plastic,plastic,Cigarette,cigarettes/cigartips,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"bottlecap, metal",34.00400822/-117.35467113,-117.3546711,34.00400822,Site 7A,litterati-92684,16/09/2018 12:56:31 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/df392057-23a0-3b17-8b6a-0fe24bbaf57d-92684/180x180.jpg,1913718,Metal,metal,Bottlecap,bottlecaps,Corona,Corona,5429,Corona,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
cigar package,34.00396316/-117.35478935,-117.3547894,34.00396316,Site 7A,litterati-92684,16/09/2018 12:57:05 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/ddec91e1-a9ca-3e4a-8f87-96612e35edd4-92684/180x180.jpg,1913719,Plastic,plastic,Tobacco Wrapper,tobaccopackaging&wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
paper,34.00390339/-117.35485267,-117.3548527,34.00390339,Site 7A,litterati-92684,16/09/2018 12:58:11 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/31432424-cae7-36c3-8a6b-e37a9f9bcd3a-92684/180x180.jpg,1913720,Paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plastic, f",34.00386649/-117.35487726,-117.3548773,34.00386649,Site 7A,litterati-92684,16/09/2018 12:58:30 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/cbcee4b7-2ed3-37cd-9579-948e574a6387-92684/180x180.jpg,1913721,Plastic,plastic,Misc Wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
ground cloth,34.00384212/-117.35496374,-117.3549637,34.00384212,Site 7A,litterati-92684,16/09/2018 12:59:09 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/b26b1efb-09d6-30a8-95b6-45e773986e6b-92684/180x180.jpg,1913722,Plastic,plastic,Film-like plastic,film(thin/flexiblee.g.strawwrapper),,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"bottlecap, metal",34.00384091/-117.35497602,-117.354976,34.00384091,Site 7A,litterati-92684,16/09/2018 12:59:46 GMT,9/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/09/16/5933e8fd-b69b-3521-a580-bff1b1ef308b-92684/180x180.jpg,1913723,Metal,metal,Bottlecap,bottlecaps,Starbucks,Starbucks,1376,Starbucks,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"styrofoam, cup, polar pop",33.99843042/-117.36171774,-117.3617177,33.99843042,Site 6,stanley-7,16/11/2018 01:00:19 GMT,11/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/16/08a597e0-e947-11e8-9f10-0ba0af958ec9-101265/180x180.jpg,2166374,styrofoam,foam,cup,cups,polar pop,polar pop,,other,11982.533,483.1,11.2,Mixed,2,Yes,301.04,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3273473,6065030104
"plastic, bag",33.99841005/-117.36170658,-117.3617066,33.99841005,Site 6,stanley-7,16/11/2018 01:00:57 GMT,11/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/16/0a50afd0-e947-11e8-9f10-0ba0af958ec9-101265/180x180.jpg,2166375,plastic,plastic,bag,bags,,,,other,11982.533,483.1,11.2,Mixed,2,Yes,301.04,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3273473,6065030104
"plastic, wrapper, foodwrapper, ruffles",33.99839243/-117.36170394,-117.3617039,33.99839243,Site 6,stanley-7,16/11/2018 01:01:35 GMT,11/16/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/16/0b8697c0-e947-11e8-9f10-0ba0af958ec9-101265/180x180.jpg,2166376,plastic,plastic,food wrapper,foodwrappers,ruffles,Ruffles,1086,PepsiCo,11982.533,483.1,11.2,Mixed,2,Yes,301.04,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3273473,6065030104
